Name,FullAddress,Website,Email,Telefonnummer,Produktkategorien
Navigreen,"Mäntykuja 2, 2400.0 Kirkkonummi, FI",https://www.navigreen.fi/,,0405889600,Tauwerk;Beschläge;Bootszubehör
Seaboost,"Nygrannaksentie 22, 2750.0 Espoo, FI",https://www.seaboost.fi/,,0400703536,Tauwerk;Beschläge;Bootszubehör
Nautikulma,"Piispanristintie 2, 20760.0 Piispanristi, FI",https://www.nautikulma.fi/,,,Tauwerk;Beschläge;Bootszubehör
Tekno-Marine,", , FI",https://www.tekno-marine.fi/,,,Tauwerk;Beschläge;Bootszubehör
Hangon Auto- & Venetalo,", , FI",https://hav.fi/,,,Tauwerk;Beschläge;Bootszubehör
Sea Store,"Kipparlahti , 810.0 Helsinki, FI",https://www.seastore.fi/,,,Tauwerk;Beschläge;Bootszubehör
Turun Korjaustelakka,", , FI",https://www.turkurepairyard.com,,,Werften;Service/Repair;Kran
Mepratuote,"Kaviokuja 8, 20380.0 Turku, FI",https://www.mepratuote.fi/,,,Tauwerk;Beschläge;Bootszubehör
Marina Pargas,"Tervsundsvägen 70, , FI",https://meredin.fi/,,,Werften;Service/Repair;Kran
Venesiwa BCB Boats,"Viluntie 2, 21140.0 Rymättylä, FI",https://www.bcb-boats.fi/,,,Tauwerk;Beschläge;Bootszubehör
VP Rantaparkki,"Laivurintie 2a, 79100.0 Leppävirta, FI",http://www.rantaparkki.fi,vpn.rantaparkki@pp.inet.fi,+358-41-5076445,Werften;Service/Repair;Kran
Pickala Port,"Rannikkotie 31b, Siuntio, FI",http://www.pickalaport.com,info@pickalaport.com,(09) 295 2264,Tauwerk;Beschläge;Bootszubehör
Merimarina,"Poijukatu 5, 33180.0 Tampere, FI",http://www.merimarina.fi/,sales@merimarina.fi,+358 3 261 1980,Tauwerk;Beschläge;Bootszubehör
Seaside Industry Park Rauma,", , FI",https://www.seasideindustry.com,,,Werften;Service/Repair;Kran
MälöMarin Ab,"Skärgårdsvägen 3059, , FI",https://www.malomarin.fi/,,+358 (0)400 820854,Werften;Service/Repair;Kran
S-Marin Volvo Penta Center,"Tammistontie 258, Turku, FI",https://astrumvene.fi/huolto/,,,Motor;Tauwerk;Beschläge;Bootszubehör
Heinlahden Veneveistämö,", , FI",https://www.tiiskeri.fi/,,,Werften;Service/Repair;Kran
Kanavansuun telakka,"Suolavuorentie 7, , FI",https://kanavansuuntelakka.fi/,,,Werften;Service/Repair;Kran
S-Marin,"Tammistontie 258, 20900.0 Turku, FI",https://astrumvene.fi/talvisailytys/,,,Werften;Service/Repair;Kran
Heinolan Veneveistämö,"Ruukintie 23.0, , FI",https://www.puuveneveistajat.fi/heinolan-veneveistamo/,,,Werften
Väinölän telakka,", , FI",https://www.vaino.net/,,,Werften;Service/Repair;Kran
Satamarine,"Kompintie 7.0, 26100.0 Rauma, FI",https://www.satamarine.fi,marinekeskusrauma@gmail.com,+358 50 551 9176,Werften;Service/Repair;Kran
Nautical Partners,"Nooda tee 8, Tallinn, EE",https://www.nauticalpartners.fi/,,,Tauwerk;Beschläge;Bootszubehör
Baltic Cruisers,"Nooda tee 8, 13516.0 Tallinn, EE",https://paadid.ee/,,,Tauwerk;Beschläge;Bootszubehör
Boat Service Estonia,"Angerja tee 57, , EE",https://boat-service.ee/,,+372 5300 3305,Werften
Loksa laevatehas,", , EE",https://www.marsalis.ee/metall/laevaehitus/,,,Werften;Service/Repair;Kran
Sovereign Sailing,", Kinsale, IE",https://www.sovereignsailing.com,,+353 86 858 6212,Tauwerk;Beschläge;Bootszubehör
West Sails,"Harbour Enterprise Park , Galway, IE",http://westsails.ie,,+353 87 62 89 854,Segelmacher
Viking Marine,"Marine Road , A96 YE27 Dún Laoghaire, IE",https://vikingmarine.ie/,sales@vikingmarine.ie,+353-1-280-6654,Tauwerk;Beschläge;Bootszubehör
Dinghy Supplies & Sutton Marine,"Dublin Road 46.0, , IE",http://www.dinghysupplies.ie/,,,Tauwerk;Beschläge;Bootszubehör
Fitzgerald Marine,"Knocknabohilly , Kinsale, IE",https://www.fitzgeraldmarine.com/,gearoid@fitzgeraldmarine.com,+353 21 4772 582,Werften
The Boatyard,"Portgate Business Park , Ringaskiddy, IE",http://theboatyard.ie,,+353 86 835 8500,Werften
Haven Marine,", , IE",https://www.havenmarinecarrigaline.com/,,+353 87 322 4807,Werften
MGM Boats,"Pier Road , Kinsale, IE",https://www.mgmboats.com/,,+353 21 470 9600,Tauwerk;Beschläge;Bootszubehör
Marine Motors Cork,", , IE",https://marinemotorscork.com/,,,Motor;Tauwerk;Beschläge;Bootszubehör
Galway Maritime,"Merchants Road , H91 PK5V Galway, IE",https://galwaymaritime.com/,,+353 91 566 568,Tauwerk;Beschläge;Bootszubehör
Meitheal Mara,", , IE",https://meithealmara.ie/,,+353 21 4316813,Werften
Horsepower Workshop,", , IE",https://horsepowerworkshop.com/,horsepowerworkshop@gmail.com,+353 86 812 9129,Tauwerk;Beschläge;Bootszubehör
Kinsale Boatyard,", , IE",http://kinsaleboatyard.com,,+353 21 4774 774,Werften;Service/Repair;Kran
Public Boatyard,", , IE",http://dlharbour.ie/visit-us/boat-storage/,,,Werften;Service/Repair;Kran
Mooney Boats Ltd,"Shore Road , Killybegs, IE",https://mooneyboats.ie/contact/,,+353 74 9731152,Werften;Service/Repair;Kran
Howth Boatyard,", , IE",https://www.leonardshipwrightsandboatbuilders.ie/,,,Werften;Service/Repair;Kran
Kilmacsimon Boatyard,", , IE",http://kilmacsimonboatyard.com,,+353 21 242 8578,Werften;Service/Repair;Kran
New Ross Boat Yard,"Waterford Road , New Ross, IE",http://www.newrossboatyard.com/,info@newrossboatyard.com,+353-51-447655,Werften;Service/Repair;Kran
Waterford Boat Yard,", , IE",http://www.waterfordboatyard.com/,,+353-51-857755,Werften;Service/Repair;Kran
Laivu nams,"Tilta iela 28, LV-1005 Rīga, LV",https://www.laivunams.lv/,laivunams@mail.teliamtc.lv,+371 22 053 929,Tauwerk;Beschläge;Bootszubehör
Bush Boats,"Jelgavas iela 38, LV-1004 Rīga, LV",https://www.bushboats.com/,,,Tauwerk;Beschläge;Bootszubehör
Dulkan,"Latgales iela 322T, LV-1063 Rīga, LV",https://dulkanshop.com/,,,Tauwerk;Beschläge;Bootszubehör
Mecca Marine,"Triq San Pawl 474, SPB3416 San Pawl il-Baħar, MT",https://www.mecca-marine.com,,,Tauwerk;Beschläge;Bootszubehör
RibMarine,"Midland Micro-Enterprise Park C4, NXR 6345 In-Naxxar, MT",http://ribmarineltd.com/,info@ribmarineltd.com,+356 9942 2423;+356 7988 7575,Tauwerk;Beschläge;Bootszubehör
NaviSale,"Industrieweg 1, 8531PA Lemmer, NL",https://navisale.nl/,,+31 514 565 797,Werften;Service/Repair;Kran
Aqua Marina,"Drachtsterweg 26, 9001BE Grou, NL",https://www.aquamarina.nl/,info@aquamarina.nl,+31 566 623 180,Tauwerk;Beschläge;Bootszubehör
Pedro-Boat,", , NL",https://www.pedro-boat.de,info@pedro-boat.nl,+31 598 451 763,Werften;Service/Repair;Kran
Jachtwerf De Marshaven,"Kleine Belt 4c, 7202CS Zutphen, NL",https://www.jachtwerfzutphen.nl,,,Tauwerk;Beschläge;Bootszubehör
PWR Motoren,"Zomerdijk 84, 8064XG Zwartsluis, NL",https://pwrmotoren.com/,,+31 38 386 6869,Motor;Werften;Service/Repair;Kran
Rolf Mulder,"Ooievaarshorsterweg 4, 3832GV Leusden, NL",http://www.mulder-leusden.nl,,+31 33 494 0383,Segelmacher
Jachtwerf de Haas,"Binckhorstlaan 281, 2516BB 's-Gravenhage, NL",http://www.jachtwerfdehaas.nl,,+31 70 385 0676,Werften;Service/Repair;Kran
Royal Huisman,"Flevoweg 1, 8325PA Vollenhove, NL",https://www.royalhuisman.com/,,,Motor;Werften;Service/Repair;Kran
LocoMotion Watersport,"Nieuwe Bredase Baan 18V, 4825BP Breda, NL",https://www.locomotionbreda.nl/,,+31 76 711 0211,Werften;Service/Repair;Kran
Van Vossen Tenders,"Koematen 54, 8331TK Steenwijk, NL",https://vanvossentenders.nl/,info@vanvossentenders.nl,+31 521 520 440,Werften
National Marine Suppliers,"Aalsmeerderdijk 328, 1436BG Aalsmeerderbrug, NL",https://nationalmarine.com/,,,Tauwerk;Beschläge;Bootszubehör
No Limit Ships,"Stockholmstraat 3, 9723BC Groningen, NL",https://nolimitships.com/,,,Werften;Service/Repair;Kran
Gielissen Linskens Shipyard,"Geijsterseweg 10, 5861BL Wanssum, NL",https://www.shipyardgielissen.com,info@gielissen.nl,+31 478 531 935,Werften;Service/Repair;Kran
Dijksma Holland,"Produktieweg 30, 8331LK Steenwijk, NL",https://www.dijksmaholland.nl/,info@dijksmaholland.nl,+31 6 53125511,Tauwerk;Beschläge;Bootszubehör
Van Dijk Watersport,"Het Aanleg 18, 9951SJ Winsum, NL",https://vandijkwatersport.nl/,,+31 595 444 423,Tauwerk;Beschläge;Bootszubehör
Koninklijke De Vries Scheepsbouw,"Oosteinderweg 25, 1432AC Aalsmeer, NL",https://www.feadship.nl/nl/family/de-vries-groep,info@vriesyard.feadship.nl,+31 297 388 900,Werften;Service/Repair;Kran
Jachtwerf Delta,"Deltahoek 11, 4511PA Breskens, NL",https://www.jachtwerfdelta.nl/,info@jachtwerfdelta.nl,+31 117 381 451,Tauwerk;Beschläge;Bootszubehör
De Bootique,"Kaai 3, 4511RC Breskens, NL",https://www.debootique.nl/,info@debootique.nl,+31 117 381 257,Tauwerk;Beschläge;Bootszubehör
De Vrijheid Nautic Zeilmakerij,"Havenkade 6, 3281LS Numansdorp, NL",https://www.devrijheidnautic.nl,info@devrijheidnautic.nl,+31 6 50491164,Segelmacher
van Kessel Yachting,"Waage Naak 17, 6019AA Wessem, NL",https://vankesselyachting.com,,,Werften
Scheepswerf L.J. Boer Sliedrecht B.V.,"Industrieweg 18, 3361HJ Sliedrecht, NL",https://www.scheepswerfboer.nl,,+31 184 412 303,Werften;Service/Repair;Kran
Visscher Scheepsreparatie B.V.,"Industrieweg 51b, 3361HJ Sliedrecht, NL",http://www.visscherscheepsrep.nl/,,+31 184 496 363,Werften
IQIP The Netherlands,"Molendijk 94, 3361EP Sliedrecht, NL",https://iqip.com/,,+31 88 208 11 00,Werften;Service/Repair;Kran
Jachtwerf Oostwatering,"Polredijk 17, 4351RT Veere, NL",https://www.oostwatering.nl/,info@oostwatering.nl,+31 118 501 665,Tauwerk;Beschläge;Bootszubehör
FlevoNautica Voor de liefhebbers van sloepen en tenders,"Marinaweg 14, 1361AC Almere, NL",https://www.flevonautica.nl/,,,Werften
Sailcenter,"Marinaweg 16, 1361AC Almere, NL",https://sailcenter.nl,,,Tauwerk;Beschläge;Bootszubehör
Royal Van Lent,"Julianalaan 3, 2159LA Kaag, NL",https://www.feadship.nl/family/royal-van-lent-shipyard,info@lentyard.feadship.nl,+31 252 547 123,Werften;Service/Repair;Kran
Scheepswerktuigkundig Expertise Buro Coers,"Puerto Ricostraat 89, 1339KR Almere, NL",https://www.coersexpertise.nl,,,Werften
Roompot Yacht Service,"Anna Frisoweg 2, 4493NR Kamperland, NL",https://www.roompotmarina.nl/nl/yacht-service,yachtservice@roompotmarina.nl,+31 113 405 110,Werften;Service/Repair;Kran
De Hoop,"Bijlandseweg 19, 6916BH Tolkamer, NL",https://www.dehoop.net/,lobith@dehoop.net,,Werften
Zwemer,"Havenweg 4, 4493MT Kamperland, NL",https://www.zwemer.nl/,info@zwemer.nl,+31 113 371 547,Tauwerk;Beschläge;Bootszubehör
Interboat,"Oud-Loosdrechtsedijk 181, 1231LV Loosdrecht, NL",https://www.interboat.nl/,info@interboat.com,+31 35 582 7425,Tauwerk;Beschläge;Bootszubehör
Zoeteweij Yerseke,"Industrieweg 2, 4401LB Yerseke, NL",https://www.zoetewey-yerseke.nl/,info@zoeteweij-yerseke.nl,+31 113 576 080,Segelmacher
Hansa Watersport,"Het Sas 2, 4475NA Wilhelminadorp, NL",https://www.hansawatersport.nl/,info@hansawatersport.nl,+31 113 223 944,Tauwerk;Beschläge;Bootszubehör
Zeilmakerij Double Q,"Scheendijk 23, 3621VC Breukelen, NL",https://www.zeilmakerijdouble-q.nl/,info@zeilmakerijdouble-q.nl,,Segelmacher
Aquanaut Yachting Holland,"Selfhelpweg 9, 8607AB Sneek, NL",https://www.aquanaut.nl/,,+31 515 412 253,Werften;Service/Repair;Kran
TeamCo Shipyard BV,"Bakkersdam 1A, 5256PK Heusden, NL",https://www.teamcoshipyard.nl/,info@teamcoshipyard.nl,+31 416 665 500,Werften;Service/Repair;Kran
Princess Yachts Benelux,"Scheepswerf 1A, 5256PL Heusden, NL",https://www.princess-yachts.nl/,info@princess-yachts.nl,+31 40 222 1888,Tauwerk;Beschläge;Bootszubehör
Zeilmakerij De Vries Maritiem,"Vuurtorenweg 1, 8531HJ Lemmer, NL",https://zeilmakerijdevriesmaritiem.nl,,+31 514 562 015,Segelmacher
Zeilmakerij De Vuurtoren,"Vuurtorenweg 8, 8531HJ Lemmer, NL",https://zeilmakerijdevuurtoren.nl/,info@zeilmakerijdevuurtoren.nl,+31 514 534 521,Segelmacher
Modus Marine,"Zuidersluisweg 84, 8243RC Lelystad, NL",https://modus-marine.nl/,info@modusmarine.nl,+31 320 261 812,Werften;Service/Repair;Kran
Miedema Sails,"Gouden Boaijum 6, 8621CV Heeg, NL",https://miedemasails.nl/,info@miedemasails.nl,+31 515 443450,Segelmacher
Zuiderbaan Totaal Service,"Suderséleane 15, 8711GX Workum, NL",https://zuiderbaanservice.nl/,,+31 514 59 35 58,Werften;Service/Repair;Kran
van Malsen Jachtbetimmering,"Strânwei 22, 8754HA Makkum, NL",https://www.vanmalsen.nl/,info@vanmalsen.nl,+31 515 232 967,Werften
Scheepswerf De Klop,"Fortlaan 46, 3554HV Utrecht, NL",https://scheepswerfdeklop.nl,info@scheepswerfdeklop.nl,+31 30 244 1878,Werften;Service/Repair;Kran
Watersporttechniek Beima & Zeilmakerij Elzenga,"Jachthavenlaan 6, 8937AM Leeuwarden, NL",https://www.watersporttechniekbeima.nl,info@watersporttechniekbeima.nl,+31 58 213 5002,Segelmacher
Scheepsbouw Kroes,"Zwettestraat 2, 8912AH Leeuwarden, NL",https://scheepsbouwkroes.nl/,,,Werften
Jachtwerf De Boeier,"Uiterweg 282A, 1431AW Aalsmeer, NL",https://www.jachtwerfdeboeier.nl/,,,Werften;Service/Repair;Kran
Barkmeijer Shipyards,", , NL",http://www.barkmeijer.com/nl,,,Werften;Service/Repair;Kran
Jachtbemiddeling van der Veen,", , NL",https://www.jachtbemiddeling.com,,,Werften;Service/Repair;Kran
DEBA Marine B.V.,", , NL",https://www.deba.nl/,,+31 316 541 692,Werften;Service/Repair;Kran
Middelzee Motoren,", , NL",https://www.middelzee.nl,info@middelzee.nl,+31 515 559 543,Motor;Werften;Service/Repair;Kran
De Schiffart,"Kerkstraat 28-30, 9001AB Grou, NL",https://www.schiffartgrou.nl,,+31 566 621 388,Motor;Werften;Service/Repair;Kran
Heida Jacht- & Motorenservice,", , NL",http://www.heidaworkum.nl,,+31 515 542 422,Motor;Werften;Service/Repair;Kran
Jachtservice Oost,", , NL",https://www.jachtserviceoostnederland.nl/,,+31 315 342 294,Werften;Service/Repair;Kran
Oranjemarine B.V.,", , NL",https://www.oranjemarine.nl,,+31 20 634 1202,Motor;Werften;Service/Repair;Kran
Zaanhaven B.V.,", , NL",https://zaanhaven.nl/,,+31 75 615 1118,Motor;Werften;Service/Repair;Kran
Peek Watersport,", , NL",https://www.peekwatersport.nl/,,+31 20 665 5701,Motor;Werften;Service/Repair;Kran
Drimmelen Yacht Center,"Marinaweg 52, 4924AD Drimmelen, NL",https://www.drimmelenyachtcenter.nl/,,+31 162 680 069,Werften;Service/Repair;Kran
IHC Systems B.V.,"Industrieweg 30, 3361HJ Sliedrecht, NL",https://www.royalihc.com/,,+31 88 015 2535,Werften
Scheespwerf Klaas Hennepoel,"Haarlemmertrekvaart 2c, 2361PB Warmond, NL",https://www.facebook.com/HistorischeScheepstimmerwerfKlaasHennepoel/,,+31 6 18333473,Werften;Service/Repair;Kran
Shipyard Reimerswaal,"Schotlandweg 1, 4389PT Ritthem, NL",https://www.shipyardreimerswaal.com/,,,Werften;Service/Repair;Kran
SK Jachtbouw,"Oude Oppenhuizerweg 31, 8606JA Sneek, NL",https://www.sk-jachtbouw.nl/,info@sk-jachtbouw.nl,+31 515 418 050,Tauwerk;Beschläge;Bootszubehör
Layline support,"De Schelphoek 104, 1621MK Hoorn, NL",http://www.layline.nl/,peter@layline.nl,+31 229 218 423,Werften;Service/Repair;Kran
Todomar,"Solo 42, Oranjestad, AW",https://todomararuba.negocio.site/,,+297 585 0555,Tauwerk;Beschläge;Bootszubehör
Scheepswerf gebr. Bennik B.V.,"Veerweg naar Westervoort 27, 6827BG Arnhem, NL",http://scheepswerf-arnhem.nl/,,+31 26 362 1404,Werften;Service/Repair;Kran
Zeilmakerij Capel,"De Steiger 7C, 1351AA Almere, NL",https://zeilmakerijcapel.nl/,zeilmakerijcapel@hotmail.com,,Segelmacher
Zeeland Boten BV,", , NL",https://zeelandaanhangwagens.nl/,verkoop@zeelandaanhangwagens.nl,+31 118 613 659,Motor;Tauwerk;Beschläge;Bootszubehör
Deep Yachts vof,"Stadsblokkenweg 1, 6841HG Arnhem, NL",https://watersportcentrumarnhem.nl/,,,Werften
Heech by de Mar,"De Draei 37, 8621CZ Heeg, NL",https://www.heechbydemar.nl,info@heechbydemar.nl,+31 515 442 750,Werften;Tauwerk;Beschläge;Bootszubehör
Zeilmakerij,"Beulakerweg 129A-A, 8355AE Giethoorn, NL",http://zeilmakerijgiethoorn.nl/,,,Tauwerk;Beschläge;Bootszubehör
Boat service Thalassa,"De Schelphoek 105, 1621MK Hoorn, NL",https://www.boatservicethalassa.nl/,info@boatservicethalassa.nl,+31 6 52395678,Werften;Service/Repair;Kran
Kanoshop.nl,"Hoeksekade 141, 2661JL Bergschenhoek, NL",https://www.kanoshop.nl/,info@kanoshop.nl,+31 10 521 4333,Tauwerk;Beschläge;Bootszubehör
AluShip,"Veenderij 14, 8331VH Steenwijk, NL",https://www.aluship.nl/,,,Werften;Metallbau
FEMM Scheepsuitrusting,"Maaskade 132B, 3071NK Rotterdam, NL",https://www.femm.nl/,,+31 10 214 0847,Werften
Jachtwerf Princehaven Wassenaar,"Van Zuylen van Nijeveltstraat 100, 2242AT Wassenaar, NL",http://www.princehaven.com/,,,Werften;Service/Repair;Kran
HEWA Products,"Plakhorstweg 23, 7008AS Doetinchem, NL",https://www.hewaproducts.com/,,,Tauwerk;Beschläge;Bootszubehör
De Vuurtoren Watersport,"Oostkade 38a, 3221AK Hellevoetsluis, NL",https://www.devuurtorenwatersport.nl/,,,Tauwerk;Beschläge;Bootszubehör
Jonkers Yachts BV,"Kabbelaarsbank 11, 3253ME Ouddorp, NL",https://jonkers.org,info@jonkers.org,+31 111 673 330,Tauwerk;Beschläge;Bootszubehör
Breskens Yacht Service,"Middenhavendam 3, 4511AX Breskens, NL",https://www.breskensyachtservice.eu/,info@breskensyachtservice.eu,+31 117 383 126,Tauwerk;Beschläge;Bootszubehör
KM Yachtbuilders,"De Stienplaat 7, 8754HE , NL",https://kmy.nl,info@kmy.nl,+31 515 233 000,Werften
CVK watersport,"Nieuw Loosdrechtsedijk 216A, 1231LE Loosdrecht, NL",https://cvkwatersport.nl/,info@cvk-watersport.nl,+31 35 7856888,Tauwerk;Beschläge;Bootszubehör
Scheepswerf Bocxe,", , NL",https://www.scheepswerf-bocxe.nl/,,+31 15 2560016,Werften;Service/Repair;Kran
"Watersportvereniging ""Callenburgh""",", , NL",https://www.wsvcallenburgh.nl/,,,Werften;Service/Repair;Kran
Ravestein,", , NL",https://www.ravestein.nl/,,,Werften;Service/Repair;Kran
Jachtwerf Lok,", , NL",http://www.jachtwerflok.com/,,,Werften;Service/Repair;Kran
Huisman Scheeps- en Jachtbetimmering,", , NL",https://scheepsbetimmeringhuisman.nl/,,,Motor;Werften;Service/Repair;Kran
Holterman Yachting B.V.,", , NL",https://holtermanshipyard.nl/,,,Motor;Werften;Service/Repair;Kran
Jongert,", , NL",https://www.jongert.nl/,,,Werften;Service/Repair;Kran
Visboot Totaal,", , NL",https://www.visboottotaal.com/,,,Tauwerk;Beschläge;Bootszubehör
CIV Texel,", , NL",https://www.civtexel.nl,,,Segelmacher
De Sluis Jachtbouw,", , NL",https://www.desluisjachtbouw.nl/,,,Werften;Service/Repair;Kran
Jachtbouw Zevenhuizen,", , NL",https://www.north-line.nl/nl/north-line-modellen.html,,,Werften;Service/Repair;Kran
KTK Tug Boats,", , NL",https://www.ktktugs.com,,,Werften
GS Yard B.V.,", , NL",https://www.gsyard.nl/,,,Werften;Service/Repair;Kran
Scheepswerf Groot B.V.,"Lingerzijde 25.0, Edam, NL",https://www.varenderfgoededam.nl/,,+31 6 53779476,Werften
Menheerse Werf,", , NL",https://www.menheersewerf.nl,,+31 187 482 735,Werften;Service/Repair;Kran
Bootservice Theo de Vries,", , NL",https://bootservicetheodevries.nl/,boogfriesland@hotmail.com,+31 6 54782809,Werften
Damen Yachting,", , NL",https://www.damenyachting.com/,,,Werften;Service/Repair;Kran
De Volharding,", , NL",http://www.scheepswerfdevolharding.nl,,,Werften;Service/Repair;Kran
Heesen Yachts,", , NL",https://www.heesenyachts.com/,,,Werften;Service/Repair;Kran
Vahali Scheepswerf,", , NL",http://www.vahalishipyards.com/,,,Werften;Service/Repair;Kran
Royal Bodewes,", , NL",https://www.royalbodewes.com/,,,Werften;Service/Repair;Kran
Scheepswerf Ferus Smit B.V,", , NL",https://www.ferussmit.com/,,,Werften;Service/Repair;Kran
Breko shipbuilding & repair,", , NL",https://www.breko.com/nieuwbouw,,,Werften;Service/Repair;Kran
Scheepswerf Slob,", , NL",https://www.scheepswerfslob.nl/,,,Werften;Service/Repair;Kran
Gebroeders Buijs Scheepsbouw,", , NL",https://www.buijsscheepsbouw.nl/,,,Werften;Service/Repair;Kran
Vitters Shipyard,", , NL",https://vitters.business.site/,,,Werften;Service/Repair;Kran
Scheepswerf Poppen,", , NL",https://scheepswerfpoppen.nl,,,Werften;Service/Repair;Kran
Scheepswerf Geertman,", , NL",https://www.scheepswerfgeertman.nl,,,Motor;Werften;Service/Repair;Kran
TB Shiprepair Meppel,", , NL",https://tbshipyards.com/,,,Werften;Service/Repair;Kran
Veka Shipyard Lemmer,", , NL",https://www.vekagroup.com/locations/dock-lemmer/,,,Werften;Service/Repair;Kran
Van Grevenstein's Scheepswerf,", , NL",https://www.vangrevenstein.nl,,,Werften;Service/Repair;Kran
Damen Shiprepair Curaçao,"Dokweg , , NL",https://www.damenshiprepair.com/en/shipyards/damen-shiprepair-curacao,Info-dscu@damen.com,+599 9 733 00 00,Werften;Service/Repair;Kran
Scheepswerf De Gerlien van Tiem,", , NL",https://www.gerlienvantiem.com/,,,Werften;Service/Repair;Kran
Beuving de Punt,", , NL",https://www.beuvingdepunt.nl,info@beuvingdepunt.nl,+31 50 406 1759,Werften;Service/Repair;Kran
Damen Shiprepair Den Helder (DSDH),", , NL",https://www.damenshiprepair.com/shipyards/damen-shipyards-den-helder/about,,,Werften;Service/Repair;Kran
Damen Maaskant Shipyards,"Deltahaven 40.0, 3251LC Stellendam, NL",https://www.damen.com/companies/damen-maaskant,,+31 187 491 477,Werften;Service/Repair;Kran
Scheepstimmerwerf Peter Schouten,", , NL",https://www.peter-schouten.nl/,,,Werften;Service/Repair;Kran
Machinefabriek Padmos Stellendam,"Deltahaven 18.0, 3251LC Stellendam, NL",https://www.padmos.nl/,,+31 187 498 020,Werften;Service/Repair;Kran
Żeglarz,"Ludwika Waryńskiego 3, 00-645 Warszawa, PL",http://www.sklep-zeglarz.com.pl/,,,Tauwerk;Beschläge;Bootszubehör
Zakład Szkutniczy Szmagliński,", , PL",https://wiosla.pl/,,,Werften
Szpring,", , PL",https://szpring.pl/,sklep@szpring.pl,+48 91 880 8080,Tauwerk;Beschläge;Bootszubehör
Nordic Ocean Craft Sp. z o.o.,", , PL",http://nordicoceancraft.pl/nordic/,,,Werften;Service/Repair;Kran
Bartex,", , PL",http://bartex-yacht.com.pl/,,,Werften
Imexus,"Spalska 111, 97-200 Tomaszów Mazowiecki, PL",https://imexusyachts.com,,+48447470009,Werften;Service/Repair;Kran
Sorba,", , PL",https://www.sorba.pl/,,+48 608 281 796; +48 95 717 02 31,Tauwerk;Beschläge;Bootszubehör
Kada Plus Sklep Żeglarski,", , PL",http://www.kadaplus.pl/,kadaplus@kadaplus.pl,+48 61 847 45 55,Tauwerk;Beschläge;Bootszubehör
L&N Farby do Jachtów,"Dzielna 15, 01-029 Warszawa, PL",https://farbydojachtow.pasaz24.pl/stronaglowna,dzielna@farbydojachtow.pl,+48 22 838 15 38; +48 22 838 39 29; +48 604 463 680; +48 604 500 102,Tauwerk;Beschläge;Bootszubehör
Fajer,", , PL",https://fajer.com.pl/,gdansk@fajer.com.pl,+48 58 344 48 82,Rigg;Tauwerk;Beschläge
Cobrey Yachts,", , PL",https://cobreyyachts.com/pl,,,Werften;Service/Repair;Kran
Sklep Żeglarski Zefir,"Toruńska 21A, 87-134 Stary Toruń, PL",https://zefir.sklep.pl/,zefir@zefir.sklep.pl,+48 56 654 83 47,Tauwerk;Beschläge;Bootszubehör
Hobby Pro,", , PL",https://sklepyzeglarskie.pl/,,,Tauwerk;Beschläge;Bootszubehör
Hit Boats Sp. z o.o.,"Stanisława Wyspiańskiego 26, 98-200 Sieradz, PL",https://www.hitboats.pl/,,+48 780 283 000,Tauwerk;Beschläge;Bootszubehör
Stocznia Wisła,", , PL",http://www.stoczniawisla.pl/,,,Werften;Service/Repair;Kran
Montex Shipyard,", , PL",https://montexshipyard.pl/,,,Werften;Service/Repair;Kran
Kary Sails,"Generała Władysława Sikorskiego 65A, 84-200 Wejherowo, PL",http://www.karysails.com/,info@karysails.com,+48 58 738 96 38,Segelmacher
Marine Lab,"Modlińska 159, 03-186 Warszawa, PL",https://marinelab.pl,biuro@marinelab.pl,+48 22 6140112;+48 22 4247512,Tauwerk;Beschläge;Bootszubehör
Chłodlam Wincenty Pawłowski,"Jachtowa 3, 83-422 Lubań, PL",http://www.laminatypomorze.pl/,,,Werften
Stocznia Wrocławska,", , PL",http://www.stoczniawroclawska.pl/,,,Werften;Service/Repair;Kran
"P.W. ""ATUT"" S.C. Stocznia Januszkowice","Lesiany , 47-330 Zdzieszowice, PL",http://www.stocznia.biz.pl/,biuro@stocznia.biz.pl,+48 77 484 62 44,Werften;Service/Repair;Kran
Morska Stocznia Remontowa Gryfia,", , PL",http://www.gryfia.com.pl/,,,Werften;Service/Repair;Kran
Delphia Yachts,"Tadeusza Kościuszki 63.0, Olecko, PL",https://www.delphiayachts.com/,,,Werften;Service/Repair;Kran
ALU International,", , PL",https://alu.com.pl/,,,Werften;Service/Repair;Kran;Metallbau
AG-KANU,", , PL",https://ag-kanu.eu/,agkanu@ag-kanu.eu,+48 502 370 697,Werften
"Gdańska Stocznia ""Remontowa""",", , PL",https://www.remontowa.com.pl/,,,Werften;Service/Repair;Kran
Sopromar,"Estrada Sopromar Estaleiro 1.0, 8600-716 Lagos, PT",http://www.sopromar.com/,,,Werften;Service/Repair;Kran
Navalria,", , PT",https://www.navalria.pt,info@navalria.pt,+351 234 378970,Werften;Service/Repair;Kran
Garraio equipamentos,", , PT",https://www.jgarraio.pt,,,Tauwerk;Beschläge;Bootszubehör
Sea way,", , PT",https://siroco-nautica.pt/,,,Tauwerk;Beschläge;Bootszubehör
Estaleiro Naval dos Socorridos,", , PT",https://tecnoviayachtservice.pt/index.php/pt/estaleiros/estaleiro-naval-dos-socorridos,,,Werften;Service/Repair;Kran
